,prices,Address,Beds
1234,279000," 38 Hillview, Clane, Kildare",2
1235,360000," 33 Clonmore Road, Ballybough, Dublin 3",3
1236,695000," 32A Baskin Cottages, Kinsealy, Dublin",4
1237,295000," 10 St Aongus Crescent,Tymon North,Tallaght,Dublin 24,D24 N5C0",3
1238,145000," 6 Carmody Square,Fairgreen,Portlaoise,Co. Laois,R32 CAE0",2
1239,925000," 100 Old Cabra Road,North Circular Road,Dublin 7,D07 KX7Y",4
1240,395000," 11 De Verdon Place,Robinstown,Navan,Co. Meath,C15 P2V4",4
1241,575000," 21 Arbour Hill,Stoneybatter,Dublin 7",3
1242,825000," Portland House,555 South Circular Road,Kilmainham,Dublin 8,D08 R1X0",5
1243,325000," The School House,Ballinlough,Leap,P81 PY79",4
1244,190000," 126 Fairway Heights,Knocknacuig,Tralee,Co. Kerry,V92 X0T0",3
1245,210000," Leyland House,Caherslee,Tralee,Co. Kerry,V92 P2E5",3
1246,580000," 70 Celbridge Abbey, ., Celbridge, Co. Kildare",4
1247,625000," 409 Orwell Park Drive,Templeogue,Dublin 6W,D6W WK82",4
1248,575000," 275A Harold's Grange Road,Rathfarnham,Dublin 16,D16 Y867",3
1249,280000," 25 Millbridge Avenue,Naas,Co Kildare,W91 C79C",2
1250,1500000," Tonaphuca, Punchestown, Naas, Co. Kildare",5
1251,450000," Scarlettstown, Newbridge, Co. Kildare",3
1252,750000," Johnstown Lodge, Johnstown, Naas, Co. Kildare",5
1253,345000," Carrick Cottage, Kilmeauge, Naas, Co. Kildare",2
1254,265000," 4 Hunterswood, Osberstown, Naas, Co. Kildare",2
1255,595000," 32 Beverly Crescent,Knocklyon,Dublin 16,D16 VP48",4
1256,405000," 17 Long's Place, Rialto, Dublin 8",4
1257,1250000," 2 Windsor Terrace,Portobello,Dublin 8,D08 E9T8",3
1258,520000," 29 Carrriglea, Killenard, Monasterevin, Kildare",5
1259,385000," William's Grove, Ardclough, Straffan, Kildare",3
1260,405000," William's Grove, Ardclough, Straffan, Kildare",3
1261,395000," 4 Cruagh Court, Stepaside, Dublin 18",2
1262,200000," 33 Crosneen Manor, Leighlin road, Co. Carlow",3
1263,825000," Carnadough,Culleenamore,Strandhill,Co. Sligo,F91H5N4",4
1264,1595000," 2 Gilford Park,Sandymount,Dublin 4,D04 P927",4
1265,1100000," 6 Castlewood Park,Rathmines,Dublin 6,D06 P9F6",3
1266,1600000," Béal Inse,29 Rathgar Road,Rathgar,Dublin 6,D06 T9K7",4
1267,945000," 3 Merton Walk,Mount St Annes,Milltown,Dublin 6,D06 K264",4
1268,525000," Laois County Lodge,Dublin Road,Portlaoise,Co. Laois,R32XW77",8
1269,220000," Mullatishaughlin,Ballinode,Co. Monaghan,H18YP29",3
1270,370000," Ashur, Kylemore, The Rower, Co. Kilkenny",3
1271,295000," 38 Phoenix Street West, Kilmainham, Dublin 10, Dublin",2
1272,149000," 17 Athlunkard Street,Limerick,V94 A588",1
1273,130000," Brooklawn, Leitrim Upper, Mullagh, Co. Meath",3
1274,240000," 4 Ballymanus Court, Main Street, Glenealy, Co. Wicklow",3
1275,1000000," 64 Vernon Avenue, Clontarf, Dublin 3",4
1276,1350000," Olney, 1 Hollybrook Road, Clontarf, Dublin 3",5
1277,800000," 103 Clontarf Road, Clontarf, Dublin 3",4
1278,350000," 30 Northbrook Terrace, North Strand, Dublin 3",3
1279,495000," 384 Collinswood, Beaumont, Dublin 9",3
1280,545000," 32 Elm Mount Heights, Beaumont, Dublin 9",5
1281,215000," 13 Cherryorchard Heights,Enniscorthy,Co Wexford,Y21 F2W5",3
1282,595000," 84 Cabra Park,Phibsborough,Dublin 7,D07 VE80",3
1283,240000," 14 Meath Square, The Coombe, Dublin 8 D08 W3V1",1
1284,385000," 67 St Marys Road North, East Wall, Dublin 3 D03 CY54",3
1285,2225000," 48 Abington, Malahide, Co Dublin K36 E335",6
1286,435000," 117, Saran Wood, Bray, Wicklow",3
1287,635000," 20 Stillorgan Gate,Upper Kilmacud Road,Co. Dublin,D14 FK81",3
1288,575000," 66 Pembroke Cottages, Donnybrook, Dublin 4",1
1289,225000," 4 Park Glen, Grange Rath, Drogheda, Co. Meath",3
1290,130000," Dowagh West, Cross, Claremorris, Co. Mayo",1
1291,299500," Fiddlers Cottage, Terryglass, Co. Tipperary",2
1292,650000," Mews 2, Pembroke Place, Pembroke Street Upper, South City Centre, Dublin 2",3
1293,335000," 5 Shannon Terrace, Kilmainham,   Dublin 8",2
1294,199000," 5 Ginnell Tce, Mullingar, Westmeath",3
1295,385000," 20 Allendale Drive,Clonsilla,Dublin 15,D15 A2N9",3
1296,525000," 2 Belarmine Heath, Stepaside,   Dublin 18",3
1297,150000," Castleross, Dundalk, Co. Louth",3
1298,2200000," 24 Belcamp Crescent, Darndale, Dublin 17",3
1299,1375000," 16 Eaton Square, Monkstown, Co. Dublin",4
1300,185000," The Gateway Cottage, Rocklow Road, Fethard, Co. Tipperary",2
1301,210000," Lickbla, Castlepollard, Westmeath",8
1302,280000," 23 Phoenix street, Dublin 10, Dublin",2
1303,225000," 6 Bellgree Woods, Tyrrelstown, Dublin 15",2
1304,215000," 11 The Elms, Swellan Lower, Cavan Town, Co. Cavan",5
1305,1150000," Glen Lodge,Church Road,Greystones,Co Wicklow",4
1306,175000," Lisreagh, Cavan Town, Co. Cavan",4
1307,495000," Larkinstown, Clonard Great, Wexford Town, Wexford",4
1308,650000," 74 Trimleston Gardens,Booterstown,Co Dublin,A94 TD95",3
1309,850000," 27 Yellow Walls Road, Malahide, County Dublin",4
1310,99000," Apartment 22 Buttermarket Apartments, Quay Street, Sligo City, Sligo",2
1311,280000," Raheen, Piltown, Co. Kilkenny",3
1312,120000," 6c Clonmullen Hall, Edenderry, Co. Kildare",3
1313,700000," 58 Dr. McGinley Road, Letterkenny, Donegal",3
1314,155000," 36 Coney Meadows,Coneyboro,Athy,Co Kildare,R14 A304",2
1315,205000," 6 The Glen, Lower Mell, Drogheda, Louth",2
1316,485000," 2 Lansdowne Terrace, St. Patricks Hill, City Centre Nth, Cork City",6
1317,2750000," Cherrytree Cottage, Oberstown, Tara, Co Meath, Tara, Meath",2
1318,250000," 8 Temple Mills Cottages, Celbridge, Co. Kildare",2
1319,380000," 21 Newcastle Manor Crescent, Newcastle, Co. Dublin",4
1320,385000," 8 South dock Street, Ringsend, Dublin 4",1
1321,120000," Main Street, Kildysart, Clare",4
1322,279950," 19 Benbulbin Avenue, Drimnagh, Dublin 12",2
1323,320000," St. Mullins Road, Tinnahinch, Graiguenamanagh, Kilkenny",4
1324,195000," 166 Maple Woods, Ballinacurra, Midleton, Cork",2
1325,220000," Pottlebane, Carnaross, A82, Kells, Co. Meath",2
1326,430000," Lissivigeen, Killarney, Kerry",6
1327,295000," 55 Cashel Avenue, Crumlin, Dublin 12",2
1328,275000," 100 Priory Lodge, St Raphaels Manor, Celbridge, Co. Kildare",2
1329,349950," 200 Mourne Road, Drimnagh,   Dublin 12",3
1330,275000," 28 Maynooth Road, Celbridge, Co. Kildare",3
1331,120000," 1 Bohernanave, Thurles, Tipperary",3
1332,70000," 1 Clobanna Terrace, Mitchel Street, Thurles, Tipperary",1
1333,320000," 20 St. Gabriels Place,Naas,Co Kildare,W91 A9DV",3
1334,350000," 25, Dun Emer Place, Lusk, County Dublin",3
1335,249500," Ryefield, Virginia, Cavan",4
1336,740000," 103 Highfield Park, D14, Dundrum, Dublin 14",3
1337,1650000," 9 Greygates, Mount Merrion, Co. Dublin",4
1338,330000," The Lane, Dromiskin, Co. Louth",3
1339,995000," 30 Oulton Road, Clontarf, Dublin 3",5
1340,850000," 64 Rathdown Avenue,Terenure,Dublin 6w,D6W YD28",3
1341,575000," 14 The Drive, Woodpark, Ballinteer, Dublin 16",3
1342,285000," 17 Belfry Square, Citywest, Dublin",3
1343,140000," 3 Abbott Mews, Holycross, Thurles, Tipperary",3
1344,545000," 5 Woodstown Lawn, Knocklyon, Dublin 16",4
1345,395000," 3 Soldiers View, Bray, Wicklow",3
1346,245000," 51 Suncrest, Clarinwood, Tramore, Waterford",3
1347,625000," Highfield House, Bolinready, Ballycanew, Gorey, Wexford",8
1348,375000," Currabeha, Fermoy, Cork",4
1349,229000," 52 Slí Na Móna, Portarlington, Laois",3
1350,520000," The Heron at Skylark, St. Marnock's Bay, Portmarnock, Dublin",3
1351,315000," 30 Warrenstown Green, Mulhuddart, Dublin 15",3
1352,425000," 28 Kirwan Street, Stoneybatter, Dublin 7",2
1353,130000," 293 Blarney Street, Cork City, Cork",1
1354,242000," 28 Carn Glas Way, Gracedieu, Waterford",3
1355,200000," 8 Chapelgate, Kilmacow, Kilkenny",3
1356,420000," 6 An Leac Lian, Barna, Co. Galway",4
1357,595000," Residence & Stables on c. 14 Acres, Nurney, Kildare",4
1358,475000," 18 CLAREMONT COURT, Glasnevin, Dublin 11",4
1360,79500," 5 Silverhill, Ballisodare, Sligo",2
1361,150000," 8 West Singland Road, Garryowen, Co. Limerick",2
1362,360000," 601 The Fountain Courtyard, The K-Club, ., Straffan, Co. Kildare",1
1363,800000," 22 Leinster Wood, Carton Demesne, Maynooth, Co. Kildare",4
1364,150000," Abbey Street, Timoleague, West Cork",2
1365,295000," Lerr Avenue, Abbeylands, Castledermot, Kildare",5
1366,290000," 284 Palmerstown Woods, Clondalkin, Dublin 22",3
1367,475000," 24 Kirkpatrick Drive, Clonsilla,   Dublin 15",3
1368,539000," 72 Moyville, Rathfarnham, Dublin 16",4
1369,150000," 3 The Lawn, Bawnboy, Co. Cavan",3
1370,179000," No.1 Mac Art Meadows, Longford, Longford",4
1371,395000," St Michaels,Rocksborough,Wexford Town,Co. Wexford,Y35D6H0",3
1372,239950," 43 Parkview, Athboy, Meath",4
1373,400000," Sunbury, Cregboy, Claregalway, Galway",4
1374,239000," 186 Cooley Road, Drimnagh, Dublin 12",2
1375,360000," 8 Griffeen Glen Vale, Lucan, Co. Dublin",3
1376,250000," 19 Millcourt Avenue, Clondalkin, Dublin 22",3
1377,325000," 27 Lipstown Manor, Narraghmore, Kildare",4
1378,210000," 40 Kernanstown, Bennekerry, Carlow Town, Carlow",4
1379,255000," Aughrim,Hillstreet,Carrick-On-Shannon,Co. Roscommon,N41EW95",4
1380,355000," 90 Belmayne Park South, Balgriffin, Dublin 13",3
1381,325000," 53 Liffey Terrace, Liffey Valley Park, Lucan, Dublin",3
1382,4500000," Daars, Straffan, Co. Kildare",5
1383,350000," 88 Castledawson, Maynooth, Co. Kildare",3
1384,1000000," 11 Mill Glen, Moville, Donegal",3
1385,395000," 63 Ennel Court, Ballybrack, Dublin South",4
1386,225000," 32 Thorndale Close, Kingscourt, Cavan",4
1387,475000," 102 Tolka Estate & Site , Glasnevin, Dublin 11",5
1388,175000," 25 Carraig Beag, Cootehill, Cavan",3
1389,239000," Fern Hill Cottage , Thomastown, Kilkenny",4
1390,750000," 20 Emorville Avenue, South Circular Road,   Dublin 8",4
1391,345000," 16 Donore Avenue, South Circular Road, Dublin 8",2
1392,700000," Shalom, 3 St David`s, Artane, Dublin 5",4
1393,445000," 36 Hunters Avenue , Hunterswood, Ballycullen, Dublin",3
1394,1150000," 3 Glenair Manor, Delgany, Wicklow",5
1395,395000," 6 Seanacloc Tower, Blarney, Co. Cork, Tower, Cork",4
1396,115000," Lisnaclea, Carrickmacross, Monaghan",3
1397,260000," 87 The Paddocks,Williamstown Road,Grantstown,Waterford,X91 ET0A",3
1398,850000," 22 Sandycove Road, Sandycove, County Dublin",4
1399,425000," 7 Fitzgerald Park, Dun Laoghaire, County Dublin",4
1400,595000," 7 Brookfield Avenue, Blackrock, County Dublin",2
1401,495000," 23 Bayside Walk, Sutton, Dublin 13",3
1402,495000," 15 Moatfield Avenue, Artane, Dublin 5",3
1403,435000," 116 Hollybrook Park, Bray, Wicklow",3
1404,285000," 26 Beechlawns, Johnswell Road, Kilkenny, Kilkenny",3
1405,320000," 32 Captains Avenue, Crumlin, Kimmage, Dublin 12",3
1406,725000," 30 Trimleston Gardens, Booterstown, County Dublin",3
1407,395000," 42, Kiltegan Lawn, Rochestown, Cork",4
1408,375000," 82 Ballygall Road East, Glasnevin, Dublin 11",3
1409,1250000," 61 Taney Rise, Dundrum, Dublin 14",5
1410,395000," 14 South Dock Street, Ringsend, Dublin 4",2
1411,448000," 30, Saint Brendans Park , Coolock, Dublin 5",4
1412,1950000," 'Woodbury', 10 Mabestown, Malahide, Dublin",5
1413,475000," 180 Lackanash, Trim, Co. Meath",4
1414,120000," The Bridge,Ardamore,Lispole,Co. Kerry,V92 A6C8",4
1415,360000," 32 Ardsolus,Brownsbarn,Kingswood,Dublin 22,D22 X8K3",3
1416,119000," No. 7 St Patricks Court , Ballinamuck, Longford",2
1417,945000," 2 Priory Avenue,Eden Gate,Delgany,Co Wicklow,A63 RD32",5
1418,2950000," Ronan House,Upper Churchtown Road,Churchtown,Dublin 14,D14 AK72",6
1419,750000," 57 Kincora Road, Clontarf, Dublin 3",4
1420,329000," Kilgarvan,Carrowreagh,Adamstown,Co Wexford,Y35 1234",3
1421,225000," 59 Pineridge,Wexford Town,Y35 C8Y2",3
1422,1550000," Reaghstown, Arthurstown, Ardee, Co. Louth",4
1423,355000," Residence at Derrycarhoon, Ballydehob,   West Cork",2
1424,300000," 2 Castleview Green,Swords,Co. Dublin,K67 PT89",2
1425,325000," 3 Ceol Na Mara,Rush,Co. Dublin,K56 WV04",3
1426,545000," 15 Luttrell Park Close, Castleknock, Dublin 15",3
1427,295000," Coogue Middle, Ballyhaunis, Mayo",4
1428,695000," 16 Parsons Hall,Maynooth,Co Kildare,W23 F1P6",4
1429,495000," 37 Patrician Villas, Stillorgan, County Dublin",3
1430,254950," 112 Finglas Road, Finglas, Dublin 11",3
1431,389000," Mandeville,Fortmary Park,Limerick,V94D5DF",3
1432,340000," 38 Colmcille Road,Shantalla,Galway,H91 T2WK",3
1433,495000," 27 Orwell Park Rise, Templeogue, Dublin 6W",3
1434,550000," Rosapenna, New Road, Clondalkin,   Dublin 22",4
1435,350000," 13 Chestnut Grove,Wheaton Hall,Drogheda,Co Louth,A92 H2XR",3
1436,289000," 2 Willans Place East, Ongar, Dublin 15",2
1437,350000," Streamside, Cloneen, Castlecomer, Kilkenny",4
1438,550000," 3 Rivermill, Sheetland Road, Termonfeckin, Co. Louth",5
1439,470000," 5 Luttrellstown Oaks,Castleknock,Dublin 15,D15 H9W3",3
1440,245000," 11 Limetree avenue, Termon Abbey, Drogheda, Co.Louth, Drogheda, Louth",4
1441,595000," 3 Kempton Park,Navan Road (D7),Dublin 7,D07 T3C6",3
1442,525000," 41 Riverwood Gardens,Castleknock,Dublin 15,D15 E1C6",3
1443,250000," 11 Mullan Mor, Tuam Road, Co. Galway",3
1444,265000," 50 Saint Johns Close, Clondalkin,   Dublin 22",2
1445,180000," Glannycumnane, Freemount, Co.Cork , Freemount, Cork",3
1446,350000," 2 Allendale Glen,Clonsilla,Dublin 15,D15 K4H7",3
1447,675000," 14 Eden Grove, Rathfarnham, Dublin 16",4
1448,299950," 29 Latchford Green, Clonee, Dublin 15",3
1449,175000," Weekfield, Coolshaghtena, Co. Roscommon",4
1450,190000," 2 College Court, College Manor, Cobh, Cork",2
1451,497000," Ref 967 - Naomh Brigid, Knockeens, Caherciveen, Kerry",5
1452,395000," 'Hill Top Lodge', Claremount, Oughterard, Galway",7
1453,370000," 31 Bramblefield Park, Clonee, Dublin 15",3
1454,285000," Bogganstown,Culmullin, Drumree, Meath",3
1455,345000," 1 Church Park Lawn, Harold's Cross, Dublin 6W",2
1456,1200000," 19 College Gate,Castleknock,Dublin 15,D15 W6TF",7
1457,2250000," Slievebawn, Monaseed, Gorey, Wexford",3
1458,235000," Dowrea, Ballygawley, Sligo",3
1459,110000," 19 Saint Joseph's Terrace, Elm Park, Clonmel, Co. Tipperary",3
1460,950000," 14 Purcell Park, Shannon, Co. Clare",4
1461,225000," 122 Cedarfield, Donore Road, Drogheda, Louth",3
1462,435000," 13 Kimmage Grove, Kimmage,   Dublin 6W",3
1463,895000," 14 Oakdene, Ballinclea Road, Killiney, Co. Dublin",5
1464,595000," 50 Church Drive,Eden Gate,Delgany,Co Wicklow,A63 ET35",4
1465,625000," 10A Arch Villas,Victoria Road,Greystones,A63 DT99",4
1466,575000," 86a Park Drive Avenue, Castleknock, Dublin 15",3
1467,125000," 48 Whitehill , Muff, Donegal",3
1468,345000," 3 South Gate, Cork Street, South City Centre, Dublin 8",1
1469,395000," The Pines, Nook, Arthurstown, Wexford",4
1470,350000," 21 Mallin Avenue, D08, Rialto, Dublin 8",2
1471,295000," 2 Castleview, Carrigtwohill, Cork",3
1472,1100000," 35 Hazelbrook Crescent, Letterkenny, Co. Donegal",3
1473,94950," 5 Taghshinny Lodge, Longford, Longford",3
1474,435000," 1 Church Road, Nenagh, Tipperary",4
1475,360000," Valley View, O'Neill's Park, Newtownmountkennedy, Co. Wicklow",3
1476,239950," 5 Deansrath Avenue, Clondalkin, Dublin 22",3
1477,675000," 4 Birchfield Heights, Goatstown, Dublin 14",4
1478,135000," 15 Court Crescent, Virginia Road, Ballyjamesduff, Co. Cavan",2
1479,250000," 50 Ashvale Court,Station Road,Duleek,Co Meath,A92 Y6C5",3
1480,265000," 10 Elderwood, Castlebridge, Wexford",3
1481,189000," 70 Fourth Avenue, off Seville Place, North Wall, Dublin 1",1
1482,1350000," 5 Greenmount Road, Terenure,   Dublin 6",5
1483,298000," 22 Slan Duff View, Kenstown, Navan, Meath",4
1484,365000," 12 Ellensborough Grange, Kiltipper , Tallaght, Dublin 24",3
1485,160000," 45 Spruce Court, Ashleigh Downs , Tralee, Kerry",3
1486,240000," 87 Ratoath Avenue, Finglas, Dublin 11",3
1487,400000," 19 Hawthorn Wood, Suncroft, Kildare",4
1488,345000," 82 Seagrange Road, Baldoyle, Dublin 13",3
1489,150000," Brown Street, Portlaw, Co. Waterford",2
1490,340000," House Type A, Castle Court, Whitechurch, Cork",4
1491,1100000," 41 Oaklands Drive, Rathgar,   Dublin 6",4
1492,315000," House Type B, Castle Court, Whitechurch, Cork",3
1493,310000," 165 Bunratty Road, Coolock, Dublin",3
1494,305000," House Type C, Castle Court, Whitechurch, Cork",3
1495,279000," 119 Tur Uisce, Doughiska, Galway City",3
1496,460000," House Type D, Castle Court, Whitechurch, Cork",4
1497,460000," House Type F, Castle Court, Whitechurch, Cork",4
1498,335000," 86 Saunders Lane,Rathnew,Co. Wicklow,A67 V258",3
1499,262500," 192 Tur Uisce, Doughiska, Galway City",4
1500,297500," 6  Westbury Estate, Wilton, Cork",3
1501,260000," 4 Caledon Road, East Wall, Dublin 3",3
1502,375000," 31 Grange Abbey Crescent, Donaghmede, Dublin 13",4
1503,250000," Honeysuckle Cottage Crostera West, Glengarriff, West Cork",2
1504,795000," Liwara, Shanganagh Road, Killiney, County Dublin",4
1505,449000," 15 Oakdale Close, Ballycullen, Dublin 24",3
1506,675000," Sunnyside, Golf Links Road, Bettystown, Co. Meath",4
1507,1850000," 12 Spencer Villas, Glenageary, Co. Dublin",5
1508,349000," 94 Ventry Park, Cabra, Dublin 7",2
1509,550000," 14 Auburn Street, Broadstone, Dublin 7",3
1510,247500," Sunnyside, Ballykilkline, Kilglass, Roscommon",4
1511,190000," 30 Colliers View, Portlaoise, Laois",3
1512,395000," 27 Carrigwood, Firhouse, Dublin 24",3
1513,400000," Monalee, Gorey, Wexford",4
1514,425000," 'Waverley', 6 Linden Avenue, Beaumont, Blackrock, Cork City",3
1515,590000," Kilhedge Lane, Lusk, Dublin",3
1516,895000," Bankside House, Woodside Road, Sandyford, Dublin 18",4
1517,795000," 20 HAMPTON PARK, St. Helen's Wood, Booterstown,   County Dublin",4
1518,1300000," 127 St. Helens Road, Booterstown, Co. Dublin",4
1519,350000," 52 Faussagh Avenue, Cabra, Dublin",3
1520,289000," 6 Farranvilla,Farranshone,Limerick,V94 RC2X",4
1521,275000," Blackberry Cottage, Halltown, Dunderry, Navan, Meath",3
1522,140000," Drumhaldry, Moyne, Co. Longford",2
1523,229000," 4 Croftwood Park, Cherry Orchard, Dublin 10",3
1524,210000," 190 Cluain Dara, Clonard, Wexford, Co. Wexford",4
1525,149000," Coolboy, Tinahely, Wicklow",3
1526,175000," 41 Ard Michael, Longford, Longford",3
1527,355000," 5 Rochfort Crescent, Lucan, Co. Dublin",3
1528,350000," 38 Richmond Road, Drumcondra, Dublin 3",3
1529,235000," 18A Cedarwood Drive, Waterpark , Carrigaline, Cork",3
1530,425000," ""Ennistone"", No. 5 Slaney View Court, Coolcotts, Wexford Town, Wexford",3
1531,545000," 5 Sandyford Hall Close, Sandyford, Sandyford, Dublin 18",3
1532,435000," Shaney House, Colbinstown, Kilcullen, Kildare",5
1533,189000," 100 Ceol Na Habhainn, Caherconlish, Limerick",2
1534,240000," 6 An Culan, Rathcormac, Cork",3
1535,250000," RATHCONOR, Four Mile House, Roscommon",4
1536,375000," 8 Camac Court,Kilmainham,Dublin 8,D08 W3P9",2
1537,395000," 103 Ceannt Fort,Kilmainham,Dublin 8,D08 A6C1",2
1538,450000," 16 Faulkners Terrace,Kilmainham,Dublin 8,D08 A32Y",2
1539,230000," Dore Upper, Bunbeg, Donegal",4
1540,249000," Lisduff Cottage, Craughwell, Galway",2
1541,160000," 47 Harbour Close, Newtown, Killaloe, Co. Clare",3
1542,450000," Clonmoyle West, Rathangan, Kildare",4
1543,340000," 27 The Heath, Liffey Hall, Newbridge, Kildare",4
1544,995000," Kingstown Mews, 5 Park Lane, Dun Laoghaire, County Dublin",4
1545,350000," 6 Turret Road, Palmerstown, Dublin 20",3
1546,145000," 17 Park Street West, The Ranch, Ballyfermot, Dublin 10",1
1547,360000," 256 Charlesland Wood , Greystones, Wicklow",2
1548,260000," 28 Kings Avenue, Ballybough,   Dublin 3",2
1549,325000," 13 Earlsfort Meadows, Lucan, County Dublin",3
1550,625000," 42 Whitworth Road, Drumcondra, Dublin 9",3
1551,110000," Meanus , Castlemaine, Kerry",3
1552,320000," 48 Manor Court, Knocknacarra, Galway City",3
1553,390000," Cokery House,Cavansheath,Ballyfin,Co. Laois,R32 F985",5
1554,425000," Main Street,Kingscourt,Co. Cavan,A82 D6H9",4
1555,675000," 494 Howth Road, Raheny, Dublin 5",5
1556,250000," 1 Hazelwood, Ballivor, Co Meath",4
1557,70000," Curhoor,Kilnadeema,Loughrea,Co. Galway,H62 HN50",1
1558,275000," 99 Clonard,Westbury,Corbally,Limerick,V94 D3TT",4
1559,245000," 4 Newman`s Mall, Kinsale, Co. Cork",1
1560,135000," 35 Morrisson\'s Road, Waterford City, Co. Waterford",3
1561,145000," 18 Grattan Close,Claremorris,Co. Mayo,F12 F5D8",3
1562,345000," 6 Gleann Na Riogh Drive, . ., Naas, Co. Kildare",3
1563,300000," 10 Saddlers Crescent,Mulhuddart,Dublin 15,D15 Y2N0",3
1564,625000," 43 Woodview Park, Castleknock, Dublin 15",3
1565,195000," 26 Valley Court,Dublin Road,Athlone,Co. Westmeath,N37 X8E2",3
1566,275000," Kilglass Lake View. Rooaun, Kilglass, Roscommon",5
1567,240000," Lough Tain, Omeath, Co. Louth",3
1568,395000," 2 Grove Park Road, Glasnevin Nth, Dublin 11",3
1569,300000," 25 Gleann na Smol,Shannon,Co Clare,V14 A440",4
1570,550000," 64 Roebuck Castle,Clonskeagh,Dublin 14,D14 RH79",2
1571,475000," 17 Tudor Heights, Ashbourne, Co. Meath",5
1572,500000," 24 Fisherman's Wharf, York Road, Ringsend, Dublin 4",4
1573,225000," 4 Park Glen, Grange Rath, Drogheda, Co. Louth",3
1574,139500," 19 Hamilton Drive, Nenagh, Co. Tipperary",3
1575,199950," Pallas West, Toomevara, Nenagh, Co. Tipperary",5
1576,180000," 77 Springfort Meadows, Nenagh, Co. Tipperary",3
1577,345000," 1 Cois na Coille,Carrabane,Athenry,Co. Galway,H65 A436",4
1578,340000," Caherhenryhoe,Carrabane,Loughrea,Co. Galway,H62 P088",4
1579,250000," Letter West, Kilcrohane, West Cork",6
1580,270000," 39 The Crescent, Ongar, Dublin 15",3
1581,75000," Rosemary Street, Roscrea, Co. Tipperary",3
1582,175000," 29 Chambersland Close , New Ross, Wexford",3
1583,175000," Newtown Farragher, Four Mile House, Co. Roscommon",3
1584,545000," 204 Heathervue,Greystones,Co Wicklow,A63 H563",3
1585,515000," 5 Woodview Park, Castleknock, Dublin 15",3
1586,400000," 100 Naas Road, Inchicore, Dublin 8",3
1587,525000," 31 Woodlands, Maynooth, Co. Kildare",4
1588,285000," 52 Thornhill Heights, Celbridge, Maynooth, Co. Kildare",3
1589,695000," Roseville, Maynooth Road, Celbridge, Co. Kildare",4
1590,995000," 128 Lower Drumcondra Road,Drumcondra,Dublin 9,D09 H294",4
1591,120000," Wuthering Heights, Kilmore, Broadford, Co. Limerick",1
1592,975000," 25A PARK VILLAS, Castleknock, Dublin 15",3
1593,495000," 11 Alma Court, Off Mount Pleasant Place, Ranelagh, Dublin 6",3
1594,550000," 7 Marlborough Court, Glenageary, Co. Dublin",3
1595,800000," Sparrows Nook, Allies River Road, Shankill, Dublin 18",7
1596,375000," 4 Ivy Terrace, Cork Street, D08, Dublin 8, Dublin",2
1597,275000," 224 Eagle Valley,Sarsfield Road,Wilton,Cork,T12YYD8",3
1598,159000," Convent Road, Ballaghaderreen, Roscommon",4
1599,375000," 44 The Green, Dunboyne Castle, Dunboyne, Meath",3
1600,130000," 111 The Maples Hazelhill, Ballyhaunis, Mayo",3
1601,450000," 12 Douglas Close, Douglas, Co. Cork",3
1602,225000," 16 Johns Quay, Kilkenny, Kilkenny",3
1603,525000," Slaney View, Station Road, Rosslare Strand, Co. Wexford",5
1604,400000," 5 Ravenswood Green,Clonsilla,Dublin 15,D15 X7X0",3
1605,225000," Kingswell, Tipperary Town, Tipperary",3
1606,475000," 3 Mourne Lodge, Drimnagh, Dublin 12",4
1607,165000," Glencarra, Knock, Mayo",3
1608,230000," Bar-Tailed Godwit, 16C Mariner's Cove Baltimore, West Cork, Cork",2
1609,160000," 4 Portnick Drive, Creagh, Ballinasloe, Galway",3
1610,140000," 3 McCann Street,Cashel,Co Tipperary",3
1611,650000," 40 Beach Park, Portmarnock, County Dublin",4
1612,495000," Downamona, Nenagh, Co. Tipperary",5
1613,250000," Ard Na Greine, Birmingham Road, Tuam, Galway",5
1614,395000," Bramley House, Martinstown, Curragh, Kildare",5
1615,129000," 10a Connolly Street, Sligo City, Sligo",3
1616,398000," 105 Mount Tallant Avenue, Terenure, Dublin 6",3
1617,210000," 12, The Willows, Churchfield, Mallow, Cork",3
1618,250000," 152 Ballinacurra Gardens, Ballinacurra, Limerick City",3
1619,280000," San Antoine, 26 Clontarf Estate, Blackrock, Cork City",3
1620,145000," Cloghoge Lower,Castlebaldwin,Co. Sligo,F52WR90",3
1621,595000," 37a Ashtown Grove, Navan Road, Dublin 7",3
1622,495000," 33 The Walk Robswall, Malahide, County Dublin",3
1623,225000," 25 Kilmartin Gardens, Tallaght, Dublin 24",3
1624,415000," 28 South Dock Street, Ringsend, Dublin 4",2
1625,549000," 35 Castlemoyne, Balgriffin, Dublin 13",5
1626,315000," 5 Barley Fields,Bealnamulla,Athlone,Co. Roscommon,N37 K2X4",4
1627,350000," Loughandonning House,Bonavalley,Athlone,Co. Westmeath,N37 W2X3",5
1628,150000," 10 Meadow Park, Kilbeggan, Westmeath",3
1629,2200000," 59 Grosvenor Road, Rathgar,   Dublin 6",5
1630,675000," Lisquinlan, Ladysbridge, Midleton, Cork",6
1631,1950000," No 10 Pembroke Road , Ballsbridge, Dublin 4",6
1632,365000," 4 Admirals Walk, Kinsale, Cork",3
1633,235000," 32 Barrett's Terrace, Gurranabraher, Cork",3
